0.027027027,1,1,1,1
0,0.244897959,0.244897959,0.270833333,1
0.013513514,0.306122449,0.306122449,0.34375,1
0.027027027,0.387755102,0.387755102,0.447916667,1
0.013513514,0.469387755,0.469387755,0.78125,0
0.054054054,0.06122449,0.06122449,0.020833333,0
0.027027027,0.12244898,0.12244898,0.125,1
0.013513514,0.224489796,0.224489796,0.34375,0
0.027027027,0.163265306,0.163265306,0.208333333,1
0.067567568,0.918367347,0.918367347,1,1
0.054054054,0.448979592,0.448979592,0.583333333,0
0,0.040816327,0.040816327,0.020833333,0
0.027027027,0.183673469,0.183673469,0.270833333,1
0.013513514,0.244897959,0.244897959,0.46875,0
0.027027027,0.102040816,0.102040816,0.135416667,1
0.027027027,0.081632653,0.081632653,0.09375,1
0.027027027,0.265306122,0.265306122,0.479166667,1
0.027027027,0.285714286,0.285714286,0.489583333,1
0.027027027,0.102040816,0.102040816,0.135416667,1
0.027027027,0.040816327,0.040816327,0.020833333,1
0.027027027,0.040816327,0.040816327,0.020833333,1
0.054054054,0.204081633,0.204081633,0.270833333,0
0.027027027,0.102040816,0.102040816,0.145833333,1
0.027027027,0.102040816,0.102040816,0.145833333,1
0.121621622,0.163265306,0.163265306,0.145833333,0
0.054054054,0.265306122,0.265306122,0.395833333,0
0.054054054,0.102040816,0.102040816,0.125,0
0.054054054,0.224489796,0.224489796,0.333333333,1
0.054054054,0.081632653,0.081632653,0.09375,1
0.054054054,0.142857143,0.142857143,0.197916667,0
0.013513514,0.265306122,0.265306122,0.583333333,0
0.054054054,0.183673469,0.183673469,0.270833333,1
0.054054054,0.183673469,0.183673469,0.270833333,1
0.054054054,0.163265306,0.163265306,0.25,1
0.027027027,0.306122449,0.306122449,0.645833333,0
0.027027027,0.142857143,0.142857143,0.270833333,1
0.027027027,0.224489796,0.224489796,0.46875,1
0.054054054,0.102040816,0.102040816,0.145833333,1
0.027027027,0.265306122,0.265306122,0.572916667,1
0.054054054,0.12244898,0.12244898,0.208333333,1
0.027027027,0.244897959,0.244897959,0.53125,1
0.027027027,0.081632653,0.081632653,0.145833333,0
